,,date_time,week,type,sales_rep,number_of_sales,gross_sales,number_of_estimates,estimates_processed
14285,14285,2022-06-17 12:37:00,25,Estimate,"Gruber, Hans",0,39421.14018522289,1,0
14286,14286,2022-06-17 13:03:00,25,Customer Invoice,"Quintana, Jesus",1,371.0376554249955,0,0
14287,14287,2022-06-17 13:06:00,25,Estimate,"Steeply, Hugh",0,1132.418910261605,1,0
14288,14288,2022-06-17 13:35:00,25,Estimate,"Quintana, Jesus",0,4649.941420743684,1,1
14289,14289,2022-06-17 14:25:00,25,Customer Invoice,"Gompert, Katherine",1,1241.4669409465514,0,0
14290,14290,2022-06-17 14:26:00,25,Cash Sale,"Quintana, Jesus",1,888.8973267929871,0,0
14291,14291,2022-06-17 14:28:00,25,Estimate,"Steeply, Hugh",0,8586.257285549778,1,0
14292,14292,2022-06-17 14:48:00,25,Customer Invoice,"Quintana, Jesus",1,93.00989996598078,0,0
14293,14293,2022-06-17 15:03:00,25,Customer Invoice,"Quintana, Jesus",1,4807.308764846176,0,0
14294,14294,2022-06-17 15:11:00,25,Customer Invoice,"Van Dyne, Joelle",1,1534.1224538398874,0,0
14295,14295,2022-06-17 15:16:00,25,Customer Invoice,"Gompert, Katherine",1,5251.011475355168,0,0
14296,14296,2022-06-17 15:27:00,25,Cash Sale,"Van Dyne, Joelle",1,89.09176871738053,0,0
14297,14297,2022-06-17 15:32:00,25,Customer Invoice,"Quintana, Jesus",1,2033.131715251644,0,0
14298,14298,2022-06-17 15:33:00,25,Estimate,"Gompert, Katherine",0,2724.5231355461774,1,1
14299,14299,2022-06-17 15:33:00,25,Estimate,"Steeply, Hugh",0,685.3351056808401,1,1
14300,14300,2022-06-17 15:33:00,25,Customer Invoice,"Gompert, Katherine",1,2645.4620003185405,0,0
14301,14301,2022-06-17 15:34:00,25,Customer Invoice,"Steeply, Hugh",1,817.9295422369669,0,0
14302,14302,2022-06-17 15:39:00,25,Estimate,"Bolton, Michael",0,1637.5671622269251,1,1
14303,14303,2022-06-17 15:58:00,25,Estimate,"Quintana, Jesus",0,710.3960590838275,1,1
14304,14304,2022-06-17 16:02:00,25,Customer Invoice,"Gompert, Katherine",1,8039.658909119313,0,0
14305,14305,2022-06-17 18:36:00,25,Customer Invoice,"Gompert, Katherine",1,209.1911355642974,0,0
14306,14306,2022-06-18 10:13:00,25,Estimate,"Van Dyne, Joelle",0,2751.7979473236533,1,0
14307,14307,2022-06-18 11:00:00,25,Customer Invoice,"Lumbergh, Bill",1,1824.9301804190666,0,0
14308,14308,2022-06-18 11:21:00,25,Customer Invoice,"Lumbergh, Bill",1,2257.8077873478815,0,0
14309,14309,2022-06-18 12:13:00,25,Estimate,"Steeply, Hugh",0,57.157534468481046,1,1
14310,14310,2022-06-18 12:13:00,25,Estimate,"Gompert, Katherine",0,167.3921219971807,1,1
14311,14311,2022-06-18 12:14:00,25,Customer Invoice,"Steeply, Hugh",1,78.23222744359376,0,0
14312,14312,2022-06-18 12:42:00,25,Customer Invoice,"Bolton, Michael",1,904.9574453782027,0,0
14313,14313,2022-06-18 12:49:00,25,Estimate,"Gompert, Katherine",0,1679.3063477422995,1,0
14314,14314,2022-06-18 12:55:00,25,Customer Invoice,"Van Dyne, Joelle",1,666.2574399134589,0,0
14315,14315,2022-06-18 13:00:00,25,Customer Invoice,"Van Dyne, Joelle",1,2646.3854849285244,0,0
14316,14316,2022-06-18 13:51:00,25,Estimate,"Steeply, Hugh",0,1605.8607187755338,1,0
14317,14317,2022-06-18 14:16:00,25,Estimate,"Bolton, Michael",0,427.461111514533,1,1
14318,14318,2022-06-18 14:19:00,25,Customer Invoice,"Bolton, Michael",1,410.9675853805364,0,0
14319,14319,2022-06-18 14:51:00,25,Estimate,"Steeply, Hugh",0,174.14873668481897,1,1
14320,14320,2022-06-18 14:52:00,25,Customer Invoice,"Steeply, Hugh",1,219.09161786832783,0,0
14321,14321,2022-06-18 15:32:00,25,Estimate,"Bolton, Michael",0,1522.2857831403185,1,1
14322,14322,2022-06-18 16:58:00,25,Cash Sale,"Van Dyne, Joelle",1,49.35948339173329,0,0
14323,14323,2022-06-19 11:21:00,25,Estimate,"Quintana, Jesus",0,4517.658458716202,1,0
14324,14324,2022-06-19 11:49:00,25,Estimate,"Van Dyne, Joelle",0,457.58584724873145,1,1
14325,14325,2022-06-19 11:54:00,25,Customer Invoice,"Van Dyne, Joelle",1,505.49647265184626,0,0
14326,14326,2022-06-19 12:13:00,25,Estimate,"Quintana, Jesus",0,1900.9731882140607,1,0
14327,14327,2022-06-19 12:38:00,25,Customer Invoice,"Quintana, Jesus",1,802.7546964420103,0,0
14328,14328,2022-06-19 14:09:00,25,Estimate,"Van Dyne, Joelle",0,2413.6076643379884,1,0
14329,14329,2022-06-19 15:14:00,25,Cash Sale,"Van Dyne, Joelle",1,227.71755243956332,0,0
14330,14330,2022-06-19 15:46:00,25,Estimate,"Van Dyne, Joelle",0,486.36014925885036,1,1
14331,14331,2022-06-20 9:17:00,26,Estimate,"Quintana, Jesus",0,2178.577025959425,1,1
14332,14332,2022-06-20 10:31:00,26,Estimate,"Van Dyne, Joelle",0,313.6916215615881,1,0
14333,14333,2022-06-20 10:33:00,26,Estimate,"Lumbergh, Bill",0,4573.534982015544,1,1
14334,14334,2022-06-20 10:35:00,26,Estimate,"Steeply, Hugh",0,692.4148809358329,1,0
14335,14335,2022-06-20 10:35:00,26,Estimate,"Van Dyne, Joelle",0,163.0435144251022,1,1
14336,14336,2022-06-20 10:37:00,26,Customer Invoice,"Van Dyne, Joelle",1,167.9523279195144,0,0
14337,14337,2022-06-20 10:53:00,26,Estimate,"Van Dyne, Joelle",0,958.2805369194725,1,1
14338,14338,2022-06-20 10:56:00,26,Customer Invoice,"Quintana, Jesus",1,167.5576361402844,0,0
14339,14339,2022-06-20 11:02:00,26,Customer Invoice,"Lumbergh, Bill",1,302.50264047528333,0,0
14340,14340,2022-06-20 11:03:00,26,Estimate,"Quintana, Jesus",0,6582.9322920512095,1,1
14341,14341,2022-06-20 11:11:00,26,Estimate,"Quintana, Jesus",0,1120.29109199918,1,1
14342,14342,2022-06-20 11:25:00,26,Customer Invoice,"Lumbergh, Bill",1,533.7447046525501,0,0
14343,14343,2022-06-20 11:30:00,26,Estimate,"Lumbergh, Bill",0,139.1955653732751,1,0
14344,14344,2022-06-20 11:35:00,26,Customer Invoice,"Quintana, Jesus",1,2402.637232069711,0,0
14345,14345,2022-06-20 11:44:00,26,Estimate,"Quintana, Jesus",0,37.19734083152734,1,1
14346,14346,2022-06-20 11:58:00,26,Customer Invoice,"Gompert, Katherine",1,17437.359568600597,0,0
14347,14347,2022-06-20 11:59:00,26,Customer Invoice,"Quintana, Jesus",1,40.47952243069571,0,0
14348,14348,2022-06-20 12:05:00,26,Customer Invoice,"Gruber, Hans",1,334.68531406000704,0,0
14349,14349,2022-06-20 12:16:00,26,Customer Invoice,"Gruber, Hans",1,6022.231132845788,0,0
14350,14350,2022-06-20 12:43:00,26,Customer Invoice,"Quintana, Jesus",1,73.04926469325639,0,0
14351,14351,2022-06-20 12:49:00,26,Estimate,"Van Dyne, Joelle",0,927.7208711194214,1,1
14352,14352,2022-06-21 7:22:00,26,Estimate,"Garcia, Jerry",0,1275.3139950483037,1,1
14353,14353,2022-06-21 8:12:00,26,Customer Invoice,"Garcia, Jerry",1,1271.8829219255829,0,0
14354,14354,2022-06-21 8:52:00,26,Customer Invoice,"Lumbergh, Bill",1,4742.357954963175,0,0
14355,14355,2022-06-21 9:27:00,26,Estimate,"Lumbergh, Bill",0,868.1187659860512,1,0
14356,14356,2022-06-21 9:40:00,26,Estimate,"Garcia, Jerry",0,193.94110075847385,1,0
14357,14357,2022-06-21 10:58:00,26,Customer Invoice,"Van Dyne, Joelle",1,859.1366681962575,0,0
14358,14358,2022-06-21 11:08:00,26,Estimate,"Quintana, Jesus",0,176.78815261033873,1,1
14359,14359,2022-06-21 11:29:00,26,Estimate,"Van Dyne, Joelle",0,864.8361666742418,1,0
14360,14360,2022-06-21 11:39:00,26,Estimate,"Lumbergh, Bill",0,3456.6869760651325,1,1
14361,14361,2022-06-21 11:40:00,26,Estimate,"Quintana, Jesus",0,2550.27123702708,1,1
14362,14362,2022-06-21 11:51:00,26,Estimate,"Steeply, Hugh",0,1472.8696603124458,1,0
14363,14363,2022-06-21 12:22:00,26,Customer Invoice,"Quintana, Jesus",1,430.7732917799181,0,0
14364,14364,2022-06-21 12:53:00,26,Customer Invoice,"Van Dyne, Joelle",1,387.3371940862712,0,0
14365,14365,2022-06-21 13:50:00,26,Estimate,"Van Dyne, Joelle",0,1452.5747644549592,1,1
14366,14366,2022-06-21 13:51:00,26,Customer Invoice,"Van Dyne, Joelle",1,1443.4305894701665,0,0
14367,14367,2022-06-21 13:54:00,26,Estimate,"Lumbergh, Bill",0,5789.659893384894,1,1
14368,14368,2022-06-21 14:52:00,26,Estimate,"Lumbergh, Bill",0,67.06533507160174,1,0
14369,14369,2022-06-21 14:58:00,26,Estimate,"Van Dyne, Joelle",0,398.56336045445454,1,1
14370,14370,2022-06-21 15:23:00,26,Customer Invoice,"Gruber, Hans",1,454.00339757641393,0,0
14371,14371,2022-06-21 16:05:00,26,Customer Invoice,"Lumbergh, Bill",1,6782.916398546633,0,0
14372,14372,2022-06-22 9:04:00,26,Estimate,"Lumbergh, Bill",0,3537.0664542310515,1,1
14373,14373,2022-06-22 10:35:00,26,Estimate,"Quintana, Jesus",0,194.35973659850714,1,0
14374,14374,2022-06-22 11:50:00,26,Estimate,"Garcia, Jerry",0,1520.2378746978488,1,1
14375,14375,2022-06-22 12:18:00,26,Estimate,"Quintana, Jesus",0,1498.313934065059,1,1
14376,14376,2022-06-22 13:37:00,26,Customer Invoice,"Gruber, Hans",1,341.58662873793065,0,0
14377,14377,2022-06-22 14:17:00,26,Cash Sale,"Garcia, Jerry",1,16.355834839032788,0,0
14378,14378,2022-06-22 15:08:00,26,Estimate,"Quintana, Jesus",0,5057.35144031798,1,1
14379,14379,2022-06-22 15:23:00,26,Estimate,"Lumbergh, Bill",0,2350.1504849580197,1,1
14380,14380,2022-06-22 15:26:00,26,Customer Invoice,"Bolton, Michael",1,894.0187690387567,0,0
14381,14381,2022-06-22 15:50:00,26,Customer Invoice,"Quintana, Jesus",1,473.6819489319377,0,0
14382,14382,2022-06-22 15:55:00,26,Estimate,"Lumbergh, Bill",0,928.7237634668768,1,1
14383,14383,2022-06-22 16:04:00,26,Customer Invoice,"Lumbergh, Bill",1,879.6247867420282,0,0
14384,14384,2022-06-22 16:16:00,26,Customer Invoice,"Lumbergh, Bill",1,2665.2608797254993,0,0
14385,14385,2022-06-22 16:41:00,26,Customer Invoice,"Lumbergh, Bill",1,11.521875954336334,0,0
14386,14386,2022-06-22 16:45:00,26,Customer Invoice,"Quintana, Jesus",1,996.5955694149645,0,0
14387,14387,2022-06-22 17:15:00,26,Customer Invoice,"Quintana, Jesus",1,4529.912260726838,0,0
14388,14388,2022-06-23 8:58:00,26,Customer Invoice,"Van Dyne, Joelle",1,375.3553429837072,0,0
14389,14389,2022-06-23 10:17:00,26,Customer Invoice,"Gruber, Hans",1,1269.8207439825064,0,0
14390,14390,2022-06-21 10:23:00,26,Estimate,"Gruber, Hans",0,1094.9488964980285,1,0
14391,14391,2022-06-23 12:12:00,26,Customer Invoice,"Bolton, Michael",1,11278.676891548546,0,0
14392,14392,2022-06-23 12:25:00,26,Estimate,"Van Dyne, Joelle",0,1195.8619531815477,1,1
14393,14393,2022-06-23 12:29:00,26,Customer Invoice,"Van Dyne, Joelle",1,1448.6424159924156,0,0
14394,14394,2022-06-23 15:13:00,26,Estimate,"Gruber, Hans",0,462.7753062258192,1,1
14395,14395,2022-06-23 15:31:00,26,Customer Invoice,"Van Dyne, Joelle",1,981.9184190659703,0,0
14396,14396,2022-06-23 15:39:00,26,Customer Invoice,"Gruber, Hans",1,418.7522379490315,0,0
14397,14397,2022-06-23 17:23:00,26,Customer Invoice,"Bolton, Michael",1,1076.9116966115514,0,0
14398,14398,2022-06-24 8:48:00,26,Estimate,"Lumbergh, Bill",0,846.19275926397,1,0
14399,14399,2022-06-24 9:03:00,26,Estimate,"Lumbergh, Bill",0,7168.824930680203,1,0
14400,14400,2022-06-24 9:45:00,26,Estimate,"Lumbergh, Bill",0,712.8623785986979,1,1
14401,14401,2022-08-12 10:03:00,33,Estimate,"Van Dyne, Joelle",0,12070.647432333553,1,1
14402,14402,2022-06-24 11:59:00,26,Estimate,"Steeply, Hugh",0,1018.6010748340979,1,0
14403,14403,2022-06-24 12:00:00,26,Estimate,"Lumbergh, Bill",0,691.9561987029174,1,1
14404,14404,2022-06-24 12:01:00,26,Customer Invoice,"Lumbergh, Bill",1,826.994762095367,0,0
14405,14405,2022-06-24 12:28:00,26,Customer Invoice,"Gruber, Hans",1,543.9280991011615,0,0
14406,14406,2022-06-24 12:40:00,26,Customer Invoice,"Gruber, Hans",1,681.2855754780251,0,0
14407,14407,2022-06-24 13:00:00,26,Estimate,"Lumbergh, Bill",0,738.1863184236563,1,1
14408,14408,2022-06-24 13:01:00,26,Customer Invoice,"Lumbergh, Bill",1,767.7149067053972,0,0
14409,14409,2022-06-24 13:35:00,26,Estimate,"Steeply, Hugh",0,1620.2081686083468,1,1
14410,14410,2022-06-24 13:40:00,26,Customer Invoice,"Lumbergh, Bill",1,3702.7026770681305,0,0
14411,14411,2022-06-24 14:23:00,26,Customer Invoice,"Lumbergh, Bill",1,3903.5644101542416,0,0
14412,14412,2022-06-24 14:53:00,26,Customer Invoice,"Gruber, Hans",1,653.3747937607073,0,0
14413,14413,2022-06-24 15:10:00,26,Estimate,"Lumbergh, Bill",0,28839.68396006513,1,0
14414,14414,2022-06-24 15:40:00,26,Customer Invoice,"Gruber, Hans",1,604.2676617092376,0,0
14415,14415,2022-06-24 16:00:00,26,Estimate,"Van Dyne, Joelle",0,1207.2544523889194,1,0
14416,14416,2022-06-24 17:15:00,26,Estimate,"Steeply, Hugh",0,584.6193057137933,1,1
14417,14417,2022-06-24 17:16:00,26,Customer Invoice,"Steeply, Hugh",1,573.9647185360178,0,0
14418,14418,2022-06-25 10:14:00,26,Estimate,"Lumbergh, Bill",0,833.3928183640596,1,1
14419,14419,2022-06-25 10:30:00,26,Customer Invoice,"Lumbergh, Bill",1,813.2832456672016,0,0
14420,14420,2022-06-25 10:37:00,26,Estimate,"Lumbergh, Bill",0,1396.5163315591822,1,0
14421,14421,2022-06-25 11:07:00,26,Estimate,"Quintana, Jesus",0,434.83919105461206,1,1
14422,14422,2022-06-25 11:24:00,26,Customer Invoice,"Quintana, Jesus",1,2384.467196869022,0,0
14423,14423,2022-06-25 11:35:00,26,Customer Invoice,"Garcia, Jerry",1,317.53490987547866,0,0
14424,14424,2022-06-25 11:35:00,26,Estimate,"Quintana, Jesus",0,757.6044372232284,1,0
14425,14425,2022-06-25 13:11:00,26,Estimate,"Steeply, Hugh",0,643.8633959087338,1,1
14426,14426,2022-06-25 13:12:00,26,Customer Invoice,"Steeply, Hugh",1,652.0653605318327,0,0
14427,14427,2022-06-25 14:09:00,26,Estimate,"Garcia, Jerry",0,1474.4837606009173,1,1
14428,14428,2022-06-25 14:23:00,26,Customer Invoice,"Garcia, Jerry",1,111.74024390972309,0,0
14429,14429,2022-06-25 15:13:00,26,Customer Invoice,"Lumbergh, Bill",1,72.00370687865063,0,0
14430,14430,2022-06-25 16:13:00,26,Customer Invoice,"Lumbergh, Bill",1,2434.155330271724,0,0
14431,14431,2022-06-25 16:46:00,26,Customer Invoice,"Lumbergh, Bill",1,2879.36599451167,0,0
14432,14432,2022-06-26 10:56:00,26,Estimate,"Lumbergh, Bill",0,11967.532371061367,1,0
14433,14433,2022-06-26 11:06:00,26,Customer Invoice,"Gruber, Hans",1,162.1382562927555,0,0
14434,14434,2022-06-26 11:24:00,26,Estimate,"Lumbergh, Bill",0,1772.224364787062,1,1
14435,14435,2022-06-26 13:36:00,26,Estimate,"Lumbergh, Bill",0,655.7787294170655,1,1
14436,14436,2022-06-26 13:44:00,26,Customer Invoice,"Gruber, Hans",1,1167.0201089295779,0,0
14437,14437,2022-06-26 14:44:00,26,Estimate,"Lumbergh, Bill",0,8128.258888109339,1,0
14438,14438,2022-06-26 15:10:00,26,Estimate,"Gruber, Hans",0,3185.8861564236595,1,1
14439,14439,2022-06-26 15:16:00,26,Customer Invoice,"Gruber, Hans",1,2878.7556659155994,0,0
14440,14440,2022-06-26 16:17:00,26,Estimate,"Lumbergh, Bill",0,714.7310914309855,1,1
14441,14441,2022-06-26 16:23:00,26,Customer Invoice,"Lumbergh, Bill",1,732.4107166623855,0,0
14442,14442,2022-06-27 7:23:00,27,Estimate,"Bolton, Michael",0,3881.304352276562,1,0
14443,14443,2022-06-27 8:48:00,27,Customer Invoice,"Garcia, Jerry",1,1545.2402742073896,0,0
14444,14444,2022-06-27 8:53:00,27,Estimate,"Lumbergh, Bill",0,3706.0694786224744,1,0
14445,14445,2022-06-27 10:46:00,27,Customer Invoice,"Bateman, Patrick",1,2380.6150102899264,0,0
14446,14446,2022-06-27 10:50:00,27,Estimate,"Lumbergh, Bill",0,4429.511649047636,1,1
14447,14447,2022-06-27 11:10:00,27,Customer Invoice,"Lumbergh, Bill",1,4136.490454455091,0,0
14448,14448,2022-06-27 11:39:00,27,Customer Invoice,"Quintana, Jesus",1,432.98372055678203,0,0
14449,14449,2022-06-27 12:26:00,27,Customer Invoice,"Bolton, Michael",1,9426.527197202126,0,0
14450,14450,2022-06-27 12:53:00,27,Estimate,"Gompert, Katherine",0,19728.23835330642,1,1
14451,14451,2022-06-27 13:12:00,27,Estimate,"Quintana, Jesus",0,928.6955732359926,1,0
14452,14452,2022-06-27 13:23:00,27,Estimate,"Steeply, Hugh",0,831.234593248521,1,1
14453,14453,2022-06-27 13:24:00,27,Customer Invoice,"Steeply, Hugh",1,1001.420639330125,0,0
14454,14454,2022-06-27 13:50:00,27,Customer Invoice,"Bolton, Michael",1,1441.721342395879,0,0
14455,14455,2022-06-27 14:29:00,27,Estimate,"Lumbergh, Bill",0,6960.1674363123775,1,1
14456,14456,2022-06-27 14:35:00,27,Customer Invoice,"Lumbergh, Bill",1,6706.79117075709,0,0
14457,14457,2022-06-27 14:37:00,27,Estimate,"Garcia, Jerry",0,1478.4282593045039,1,1
14458,14458,2022-06-27 14:44:00,27,Customer Invoice,"Gompert, Katherine",1,157.05857447886723,0,0
14459,14459,2022-06-27 14:50:00,27,Customer Invoice,"Gompert, Katherine",1,19775.89201407537,0,0
14460,14460,2022-06-27 15:07:00,27,Customer Invoice,"Garcia, Jerry",1,1566.1544427091242,0,0
14461,14461,2022-06-27 15:47:00,27,Estimate,"Quintana, Jesus",0,11323.208065545183,1,1
14462,14462,2022-06-27 15:47:00,27,Estimate,"Steeply, Hugh",0,98.6244015821873,1,0
14463,14463,2022-06-27 15:48:00,27,Customer Invoice,"Lumbergh, Bill",1,9067.8208576927,0,0
14464,14464,2022-06-27 17:24:00,27,Customer Invoice,"Bateman, Patrick",1,1244.8150742272828,0,0
14465,14465,2022-06-27 18:05:00,27,Customer Invoice,"Bateman, Patrick",1,251.4667022681749,0,0
14466,14466,2022-06-27 18:33:00,27,Estimate,"Bolton, Michael",0,10078.531338483996,1,1
14467,14467,2022-06-27 18:34:00,27,Customer Invoice,"Bolton, Michael",1,8021.0337437781345,0,0
14468,14468,2022-06-28 8:25:00,27,Estimate,"Garcia, Jerry",0,196.5540338676071,1,1
14469,14469,2022-06-28 9:01:00,27,Estimate,"Van Dyne, Joelle",0,251.06834008049074,1,0
14470,14470,2022-06-28 9:03:00,27,Estimate,"Gompert, Katherine",0,16543.74093660765,1,0
14471,14471,2022-06-28 9:22:00,27,Estimate,"Lumbergh, Bill",0,141.02716851484993,1,1
14472,14472,2022-06-28 9:35:00,27,Customer Invoice,"Quintana, Jesus",1,140.72016340896388,0,0
14473,14473,2022-06-28 10:21:00,27,Estimate,"Lumbergh, Bill",0,10109.233689203065,1,0
14474,14474,2022-06-28 10:23:00,27,Customer Invoice,"Gompert, Katherine",1,334.50780402230885,0,0
14475,14475,2022-06-28 11:10:00,27,Customer Invoice,"Steeply, Hugh",1,1892.2281084924982,0,0
14476,14476,2022-06-28 11:34:00,27,Estimate,"Lumbergh, Bill",0,1156.462163003142,1,0
14477,14477,2022-06-28 11:38:00,27,Estimate,"Lumbergh, Bill",0,1142.08555588352,1,0
14478,14478,2022-06-28 12:37:00,27,Estimate,"Quintana, Jesus",0,1377.2270395628036,1,1
14479,14479,2022-06-28 12:53:00,27,Estimate,"Lumbergh, Bill",0,1762.5816059435326,1,1
14480,14480,2022-06-28 12:53:00,27,Estimate,"Quintana, Jesus",0,2006.659647354745,1,1
14481,14481,2022-06-28 12:55:00,27,Customer Invoice,"Quintana, Jesus",1,2180.487342935191,0,0
14482,14482,2022-06-28 14:57:00,27,Customer Invoice,"Lumbergh, Bill",1,1966.8741678168021,0,0
14483,14483,2022-06-28 15:53:00,27,Estimate,"Steeply, Hugh",0,1561.3098145221602,1,1
14484,14484,2022-06-28 15:55:00,27,Customer Invoice,"Steeply, Hugh",1,1598.833783204123,0,0
14485,14485,2022-06-28 15:56:00,27,Customer Invoice,"Lumbergh, Bill",1,1837.3567366702716,0,0
14486,14486,2022-06-28 16:12:00,27,Customer Invoice,"Lumbergh, Bill",1,150.43628127176868,0,0
14487,14487,2022-06-28 17:00:00,27,Estimate,"Bolton, Michael",0,801.8638634932124,1,1
14488,14488,2022-06-28 17:07:00,27,Estimate,"Bolton, Michael",0,8157.468639569703,1,1
14489,14489,2022-06-28 22:22:00,27,Estimate,"Bateman, Patrick",0,280.4544284249162,1,1
14490,14490,2022-06-29 9:29:00,27,Estimate,"Van Dyne, Joelle",0,908.979353042719,1,1
14491,14491,2022-06-29 9:58:00,27,Estimate,"Quintana, Jesus",0,523.354428405912,1,0
14492,14492,2022-06-29 10:38:00,27,Estimate,"Steeply, Hugh",0,904.345873028303,1,0
14493,14493,2022-06-29 10:38:00,27,Estimate,"Bolton, Michael",0,141.29658802936606,1,1
14494,14494,2022-06-29 10:39:00,27,Customer Invoice,"Bolton, Michael",1,150.81920641440738,0,0
14495,14495,2022-06-29 10:45:00,27,Customer Invoice,"Gruber, Hans",1,62.6821088850393,0,0
14496,14496,2022-06-29 11:03:00,27,Estimate,"Bateman, Patrick",0,1834.615426448952,1,1
14497,14497,2022-06-29 11:21:00,27,Customer Invoice,"Gruber, Hans",1,655.3710369455275,0,0
14498,14498,2022-06-29 12:33:00,27,Estimate,"Steeply, Hugh",0,35.97894706353167,1,1
14499,14499,2022-06-29 12:35:00,27,Customer Invoice,"Steeply, Hugh",1,36.31699532449744,0,0
14500,14500,2022-06-29 12:46:00,27,Customer Invoice,"Gruber, Hans",1,56.25566918630904,0,0
14501,14501,2022-06-29 13:05:00,27,Estimate,"Bolton, Michael",0,558.1479248668843,1,1
14502,14502,2022-06-29 13:56:00,27,Customer Invoice,"Lumbergh, Bill",1,6089.18147033973,0,0
14503,14503,2022-06-29 14:02:00,27,Customer Invoice,"Gruber, Hans",1,257.52116001079924,0,0
14504,14504,2022-06-29 14:30:00,27,Cash Sale,"Bolton, Michael",1,27.742729802621717,0,0
14505,14505,2022-06-29 14:57:00,27,Estimate,"Van Dyne, Joelle",0,1015.3587690838474,1,0
14506,14506,2022-06-29 15:36:00,27,Estimate,"Bolton, Michael",0,719.7787778483294,1,1
14507,14507,2022-06-29 15:36:00,27,Estimate,"Steeply, Hugh",0,1065.1214115715284,1,1
14508,14508,2022-06-29 15:37:00,27,Customer Invoice,"Steeply, Hugh",1,1255.0850916104619,0,0
14509,14509,2022-06-29 15:42:00,27,Estimate,"Bolton, Michael",0,1305.5883089623828,1,1
14510,14510,2022-06-29 15:44:00,27,Customer Invoice,"Bolton, Michael",1,1380.4054094751023,0,0
14511,14511,2022-06-29 16:02:00,27,Estimate,"Bolton, Michael",0,1051.4658581407143,1,1
14512,14512,2022-06-29 16:06:00,27,Estimate,"Bolton, Michael",0,878.6631584921578,1,1
14513,14513,2022-06-29 16:07:00,27,Customer Invoice,"Bolton, Michael",1,880.77891548566,0,0
14514,14514,2022-06-29 16:16:00,27,Estimate,"Bolton, Michael",0,5139.780054350293,1,1
14515,14515,2022-06-29 16:34:00,27,Estimate,"Quintana, Jesus",0,2750.7260598727307,1,0
14516,14516,2022-06-29 16:39:00,27,Estimate,"Bolton, Michael",0,410.1399059498161,1,1
14517,14517,2022-06-29 16:40:00,27,Estimate,"Quintana, Jesus",0,2335.81339165309,1,0
14518,14518,2022-06-29 17:18:00,27,Estimate,"Bolton, Michael",0,3028.493747831275,1,1
14519,14519,2022-06-29 19:12:00,27,Cash Sale,"Gruber, Hans",1,953.542157553933,0,0
14520,14520,2022-06-29 22:36:00,27,Estimate,"Gruber, Hans",0,4839.682239658001,1,1
14521,14521,2022-06-30 9:03:00,27,Customer Invoice,"Bolton, Michael",1,430.87076365030237,0,0
14522,14522,2022-06-30 9:51:00,27,Estimate,"Quintana, Jesus",0,13.053633439422741,1,0
14523,14523,2022-06-30 10:32:00,27,Estimate,"Quintana, Jesus",0,1228.8677726104154,1,1
